id,created_at,updated_at
10635,01/11/2013 0:15:50,05/23/2013 23:23:39
10636,01/11/2013 0:15:57,05/23/2013 23:23:39
10637,01/11/2013 0:17:00,05/23/2013 23:23:39
10638,01/11/2013 0:17:25,05/23/2013 23:23:39
10639,01/11/2013 0:17:47,06/13/2013 23:10:53
10640,01/11/2013 0:17:49,06/27/2013 15:01:32
10641,01/11/2013 0:18:43,05/23/2013 23:23:39
10642,01/11/2013 0:19:07,05/23/2013 23:23:39
10643,01/11/2013 0:19:27,05/23/2013 23:23:39
10644,01/11/2013 0:20:02,05/23/2013 23:23:39
10645,01/11/2013 0:20:19,05/23/2013 23:23:39
10646,01/11/2013 0:20:30,05/23/2013 23:23:39
10647,01/11/2013 0:21:42,05/23/2013 23:23:39
10648,01/11/2013 0:21:56,05/23/2013 23:23:39
10649,01/11/2013 0:22:39,05/23/2013 23:23:39
10650,01/11/2013 0:22:39,05/23/2013 23:23:39
10651,01/11/2013 0:24:37,05/23/2013 23:23:39
10652,01/11/2013 0:24:55,06/13/2013 17:19:30
10653,01/11/2013 0:27:07,05/23/2013 23:23:39
10654,01/11/2013 0:28:29,05/23/2013 23:23:39
10655,01/11/2013 0:28:41,05/23/2013 23:23:39
10656,01/11/2013 0:29:01,05/23/2013 23:23:39
10657,01/11/2013 0:29:48,05/23/2013 23:23:39
10658,01/11/2013 0:30:03,05/23/2013 23:23:39
10659,01/11/2013 0:33:37,05/23/2013 23:23:39
10660,01/11/2013 0:34:19,06/22/2013 23:07:33
10661,01/11/2013 0:34:25,05/23/2013 23:23:40
10662,01/11/2013 0:35:33,05/23/2013 23:23:40
10663,01/11/2013 0:35:46,05/23/2013 23:23:40
10664,01/11/2013 0:36:26,05/23/2013 23:23:40
10665,01/11/2013 0:37:03,05/23/2013 23:23:40
10666,01/11/2013 0:38:14,05/23/2013 23:23:40
10667,01/11/2013 0:39:02,05/23/2013 23:23:40
10668,01/11/2013 0:39:38,07/08/2013 15:20:32
10669,01/11/2013 0:41:19,05/23/2013 23:23:40
10670,01/11/2013 0:41:38,05/23/2013 23:23:40
10671,01/11/2013 0:42:26,05/23/2013 23:23:40
10672,01/11/2013 0:42:49,05/23/2013 23:23:40
10673,01/11/2013 0:42:51,05/23/2013 23:23:40
10674,01/11/2013 0:43:09,05/23/2013 23:23:40
10675,01/11/2013 0:43:11,06/24/2013 19:12:05
10676,01/11/2013 0:43:45,05/23/2013 23:23:40
10677,01/11/2013 0:43:54,07/03/2013 23:11:42
10678,01/11/2013 0:44:24,05/23/2013 23:23:40
10679,01/11/2013 0:44:54,06/02/2013 21:42:49
10680,01/11/2013 0:47:00,05/23/2013 23:23:40
10681,01/11/2013 0:47:28,05/23/2013 23:23:40
10682,01/11/2013 0:47:39,05/23/2013 23:23:40
10683,01/11/2013 0:48:56,05/23/2013 23:23:40
10684,01/11/2013 0:50:35,05/23/2013 23:23:40
10685,01/11/2013 0:51:28,05/23/2013 23:23:40
10686,01/11/2013 0:51:34,05/23/2013 23:23:40
10687,01/11/2013 0:52:48,05/23/2013 23:23:40
10688,01/11/2013 0:52:49,05/23/2013 23:23:40
10689,01/11/2013 0:53:18,05/23/2013 23:23:40
10690,01/11/2013 0:53:18,07/07/2013 15:00:49
10691,01/11/2013 0:54:27,05/23/2013 23:23:40
10692,01/11/2013 0:55:19,05/23/2013 23:23:40
10693,01/11/2013 0:55:30,07/02/2013 15:01:31
10694,01/11/2013 0:56:02,05/23/2013 23:23:40
10695,01/11/2013 0:56:08,05/23/2013 23:23:40
10696,01/11/2013 0:58:31,05/23/2013 23:23:40
10697,01/11/2013 0:59:08,05/23/2013 23:23:41
10698,01/11/2013 1:00:12,05/23/2013 23:23:41
10699,01/11/2013 1:01:04,05/23/2013 23:23:41
10700,01/11/2013 1:01:15,05/23/2013 23:23:41
10701,01/11/2013 1:01:31,06/30/2013 18:36:07
10702,01/11/2013 1:02:51,05/23/2013 23:23:41
10703,01/11/2013 1:03:12,05/23/2013 23:23:41
10704,01/11/2013 1:03:20,05/23/2013 23:23:41
10705,01/11/2013 1:05:59,05/23/2013 23:23:41
10706,01/11/2013 1:06:14,05/23/2013 23:23:41
10707,01/11/2013 1:07:13,05/23/2013 23:23:41
10708,01/11/2013 1:08:49,05/23/2013 23:23:41
10709,01/11/2013 1:09:13,05/23/2013 23:23:41
10710,01/11/2013 1:09:40,05/23/2013 23:23:41
10711,01/11/2013 1:10:11,05/23/2013 23:23:41
10712,01/11/2013 1:10:17,05/23/2013 23:23:41
10713,01/11/2013 1:10:20,05/23/2013 23:23:41
10714,01/11/2013 1:10:58,05/23/2013 23:23:41
10715,01/11/2013 1:11:09,05/23/2013 23:23:41
10716,01/11/2013 1:11:13,06/15/2013 0:42:16
10717,01/11/2013 1:11:18,05/23/2013 23:23:41
10718,01/11/2013 1:16:39,05/23/2013 23:23:41
10719,01/11/2013 1:16:46,05/23/2013 23:23:41
10720,01/11/2013 1:17:52,07/07/2013 15:00:49
10721,01/11/2013 1:18:51,05/23/2013 23:23:41
10722,01/11/2013 1:20:55,05/23/2013 23:23:41
10723,01/11/2013 1:22:08,05/23/2013 23:23:41
10724,01/11/2013 1:23:03,05/23/2013 23:23:41
10725,01/11/2013 1:23:41,06/14/2013 16:49:16
10726,01/11/2013 1:25:03,05/23/2013 23:23:41
10727,01/11/2013 1:25:28,05/23/2013 23:23:41
10728,01/11/2013 1:26:25,05/23/2013 23:23:41
10729,01/11/2013 1:29:09,05/23/2013 23:23:41
10730,01/11/2013 1:31:25,05/23/2013 23:23:41
10731,01/11/2013 1:32:14,06/05/2013 22:54:49
10732,01/11/2013 1:33:27,05/23/2013 23:23:41
10733,01/11/2013 1:34:31,05/23/2013 23:23:41
10734,01/11/2013 1:36:17,05/23/2013 23:23:41
10735,01/11/2013 1:37:10,05/23/2013 23:23:41
10736,01/11/2013 1:41:16,05/23/2013 23:23:41
10737,01/11/2013 1:41:36,05/23/2013 23:23:41
10738,01/11/2013 1:42:14,05/23/2013 23:23:42
10739,01/11/2013 1:42:35,05/23/2013 23:23:42
10740,01/11/2013 1:42:46,05/23/2013 23:23:42
10741,01/11/2013 1:42:46,05/23/2013 23:23:42
10742,01/11/2013 1:44:58,07/04/2013 15:02:02
10743,01/11/2013 1:45:04,05/23/2013 23:23:42
10744,01/11/2013 1:45:33,05/23/2013 23:23:42
10745,01/11/2013 1:47:59,07/07/2013 15:00:49
10746,01/11/2013 1:50:24,05/23/2013 23:23:42
10747,01/11/2013 1:50:28,05/23/2013 23:23:42
10748,01/11/2013 1:50:31,05/23/2013 23:23:42
10749,01/11/2013 1:51:50,07/08/2013 15:00:38
10750,01/11/2013 1:51:56,05/23/2013 23:23:42
10751,01/11/2013 1:52:59,05/23/2013 23:23:42
10752,01/11/2013 1:53:54,05/23/2013 23:23:42
10753,01/11/2013 1:53:56,05/23/2013 23:23:42
10754,01/11/2013 1:55:22,05/23/2013 23:23:42
10755,01/11/2013 1:56:31,05/23/2013 23:23:42
10756,01/11/2013 1:58:31,05/23/2013 23:23:42
10757,01/11/2013 1:58:54,05/23/2013 23:23:42
10758,01/11/2013 1:58:55,05/23/2013 23:23:42
10759,01/11/2013 2:01:15,05/23/2013 23:23:42
10760,01/11/2013 2:01:59,05/23/2013 23:23:42
10761,01/11/2013 2:03:58,05/23/2013 23:23:42
10762,01/11/2013 2:05:03,06/29/2013 17:43:14
10763,01/11/2013 2:07:07,05/23/2013 23:23:42
10764,01/11/2013 2:07:52,05/23/2013 23:23:42
10765,01/11/2013 2:08:17,06/09/2013 23:41:24
10766,01/11/2013 2:10:47,05/23/2013 23:23:42
10767,01/11/2013 2:11:02,05/23/2013 23:23:42
10768,01/11/2013 2:11:28,07/06/2013 15:43:10
10769,01/11/2013 2:11:33,05/23/2013 23:23:42
10770,01/11/2013 2:12:51,05/23/2013 23:23:42
10771,01/11/2013 2:13:13,05/23/2013 23:23:42
10772,01/11/2013 2:13:28,05/23/2013 23:23:42
10773,01/11/2013 2:13:36,05/23/2013 23:23:42
10774,01/11/2013 2:13:36,05/23/2013 23:23:43
10775,01/11/2013 2:14:09,05/23/2013 23:23:43
10776,01/11/2013 2:14:52,05/23/2013 23:23:43
10777,01/11/2013 2:14:57,05/23/2013 23:23:43
10778,01/11/2013 2:16:47,05/23/2013 23:23:43
10779,01/11/2013 2:17:34,05/23/2013 23:23:43
10780,01/11/2013 2:19:36,05/23/2013 23:23:43
10781,01/11/2013 2:20:55,05/23/2013 23:23:43
10782,01/11/2013 2:24:51,05/23/2013 23:23:43
10783,01/11/2013 2:24:53,05/23/2013 23:23:43
10784,01/11/2013 2:26:05,06/13/2013 17:10:28
10785,01/11/2013 2:27:04,05/23/2013 23:23:43
10786,01/11/2013 2:27:20,05/23/2013 23:23:43
10787,01/11/2013 2:28:09,05/23/2013 23:23:43
10788,01/11/2013 2:28:46,05/23/2013 23:23:43
10789,01/11/2013 2:29:02,05/23/2013 23:23:43
10790,01/11/2013 2:30:18,05/23/2013 23:23:43
10791,01/11/2013 2:31:20,05/23/2013 23:23:43
10792,01/11/2013 2:33:10,05/23/2013 23:23:43
10793,01/11/2013 2:35:29,05/23/2013 23:23:43
10794,01/11/2013 2:38:14,05/23/2013 23:23:43
10795,01/11/2013 2:39:24,05/23/2013 23:23:43
10796,01/11/2013 2:41:26,05/23/2013 23:23:43
10797,01/11/2013 2:42:53,05/23/2013 23:23:43
10798,01/11/2013 2:44:09,05/23/2013 23:23:43
10799,01/11/2013 2:45:04,05/23/2013 23:23:43
10800,01/11/2013 2:51:34,05/23/2013 23:23:43
10801,01/11/2013 2:51:48,05/23/2013 23:23:43
10802,01/11/2013 2:52:57,05/23/2013 23:23:43
10803,01/11/2013 2:55:52,05/23/2013 23:23:43
10804,01/11/2013 2:58:23,05/23/2013 23:23:43
10805,01/11/2013 2:58:48,05/23/2013 23:23:43
10806,01/11/2013 2:59:37,05/23/2013 23:23:43
10807,01/11/2013 3:03:29,05/23/2013 23:23:43
10808,01/11/2013 3:04:33,05/23/2013 23:23:43
10809,01/11/2013 3:06:26,05/23/2013 23:23:43
10810,01/11/2013 3:10:01,05/23/2013 23:23:43
10811,01/11/2013 3:10:51,05/23/2013 23:23:43
10812,01/11/2013 3:10:53,07/03/2013 7:17:45
10813,01/11/2013 3:11:50,05/23/2013 23:23:44
10814,01/11/2013 3:11:58,05/23/2013 23:23:44
10815,01/11/2013 3:12:18,07/03/2013 15:02:31
10816,01/11/2013 3:14:20,05/23/2013 23:23:44
10817,01/11/2013 3:14:24,05/23/2013 23:23:44
10818,01/11/2013 3:17:01,05/23/2013 23:23:44
10819,01/11/2013 3:17:23,05/23/2013 23:23:44
10820,01/11/2013 3:18:08,05/23/2013 23:23:44
10821,01/11/2013 3:22:24,05/23/2013 23:23:44
10822,01/11/2013 3:23:35,05/23/2013 23:23:44
10823,01/11/2013 3:26:36,05/23/2013 23:23:44
10824,01/11/2013 3:26:49,05/23/2013 23:23:44
10825,01/11/2013 3:29:39,05/23/2013 23:23:44
10826,01/11/2013 3:30:36,05/23/2013 23:23:44
10827,01/11/2013 3:31:55,05/23/2013 23:23:44
10828,01/11/2013 3:32:59,05/30/2013 15:01:30
10829,01/11/2013 3:33:16,05/23/2013 23:23:44
10830,01/11/2013 3:33:26,05/23/2013 23:23:44
10831,01/11/2013 3:36:18,07/06/2013 19:42:47
10832,01/11/2013 3:37:14,05/23/2013 23:23:44
10833,01/11/2013 3:38:31,05/23/2013 23:23:44
10834,01/11/2013 3:38:56,07/06/2013 21:29:47
10835,01/11/2013 3:39:25,07/04/2013 15:02:04
10836,01/11/2013 3:41:13,05/23/2013 23:23:44
10837,01/11/2013 3:41:28,05/23/2013 23:23:44
10838,01/11/2013 3:41:38,06/04/2013 15:01:28
10839,01/11/2013 3:41:49,05/23/2013 23:23:44
10840,01/11/2013 3:43:16,05/23/2013 23:23:44
10841,01/11/2013 3:43:31,05/23/2013 23:23:44
10842,01/11/2013 3:43:43,05/31/2013 3:32:18
10843,01/11/2013 3:43:45,05/23/2013 23:23:44
10844,01/11/2013 3:44:55,05/23/2013 23:23:44
10845,01/11/2013 3:46:50,07/03/2013 23:25:29
10846,01/11/2013 3:49:31,05/28/2013 23:18:16
10847,01/11/2013 3:51:35,05/23/2013 23:23:44
10848,01/11/2013 3:51:46,05/23/2013 23:23:44
10849,01/11/2013 3:52:07,05/23/2013 23:23:44
10850,01/11/2013 3:53:38,05/23/2013 23:23:44
10851,01/11/2013 3:59:11,05/23/2013 23:23:44
10852,01/11/2013 4:00:37,05/28/2013 2:11:40
10853,01/11/2013 4:01:36,05/23/2013 23:23:44
10854,01/11/2013 4:06:24,05/23/2013 23:23:44
10855,01/11/2013 4:07:15,05/23/2013 23:23:44
10856,01/11/2013 4:08:42,05/23/2013 23:23:44
10857,01/11/2013 4:12:04,05/23/2013 23:23:44
10858,01/11/2013 4:14:36,05/23/2013 23:23:45
10859,01/11/2013 4:15:05,05/23/2013 23:23:45
10860,01/11/2013 4:18:21,06/22/2013 16:12:07
10861,01/11/2013 4:20:32,05/23/2013 23:23:45
10862,01/11/2013 4:21:03,06/12/2013 20:36:14
10863,01/11/2013 4:22:26,05/23/2013 23:23:45
10864,01/11/2013 4:22:34,05/23/2013 23:23:45
10865,01/11/2013 4:24:22,05/23/2013 23:23:45
10866,01/11/2013 4:24:41,05/23/2013 23:23:45
10867,01/11/2013 4:25:22,05/23/2013 23:23:45
10868,01/11/2013 4:27:07,05/23/2013 23:23:45
10869,01/11/2013 4:27:44,05/23/2013 23:23:45
10870,01/11/2013 4:27:47,06/21/2013 15:03:11
10871,01/11/2013 4:28:28,05/23/2013 23:23:45
10872,01/11/2013 4:28:48,05/23/2013 23:23:45
10873,01/11/2013 4:30:57,05/23/2013 23:23:45
10874,01/11/2013 4:31:10,05/23/2013 23:23:45
10875,01/11/2013 4:31:55,05/23/2013 23:23:45
10876,01/11/2013 4:34:02,05/23/2013 23:23:45
10877,01/11/2013 4:39:56,06/19/2013 22:42:07
10878,01/11/2013 4:41:52,06/17/2013 21:33:56
10879,01/11/2013 4:45:09,05/23/2013 23:23:45
10880,01/11/2013 4:47:13,05/23/2013 23:23:45
10881,01/11/2013 4:50:06,05/23/2013 23:23:45
10882,01/11/2013 4:52:39,05/23/2013 23:23:45
10883,01/11/2013 4:52:42,07/04/2013 0:57:41
10884,01/11/2013 4:53:17,05/23/2013 23:23:45
10885,01/11/2013 4:55:46,05/23/2013 23:23:45
10886,01/11/2013 4:56:17,05/23/2013 23:23:45
10887,01/11/2013 4:58:33,05/23/2013 23:23:45
10888,01/11/2013 4:59:42,05/23/2013 23:23:45
10889,01/11/2013 5:00:38,05/23/2013 23:23:45
10890,01/11/2013 5:01:00,05/23/2013 23:23:45
10891,01/11/2013 5:04:41,05/23/2013 23:23:45
10892,01/11/2013 5:05:51,07/07/2013 15:00:49
10893,01/11/2013 5:06:03,05/23/2013 23:23:45
10894,01/11/2013 5:07:24,06/04/2013 18:55:15
10895,01/11/2013 5:08:45,05/23/2013 23:23:45
10896,01/11/2013 5:09:17,05/23/2013 23:23:45
10897,01/11/2013 5:09:54,05/23/2013 23:23:46
10898,01/11/2013 5:10:53,05/23/2013 23:23:46
10899,01/11/2013 5:11:19,05/23/2013 23:23:46
10900,01/11/2013 5:12:27,05/23/2013 23:23:46
10901,01/11/2013 5:12:42,07/02/2013 15:01:35
10902,01/11/2013 5:14:11,05/23/2013 23:23:46
10903,01/11/2013 5:15:49,05/23/2013 23:23:46
10904,01/11/2013 5:16:53,05/23/2013 23:23:46
10905,01/11/2013 5:20:27,05/23/2013 23:23:46
10906,01/11/2013 5:22:20,05/23/2013 23:23:46
10907,01/11/2013 5:31:50,05/23/2013 23:23:46
10908,01/11/2013 5:32:22,05/23/2013 23:23:46
10909,01/11/2013 5:36:54,06/24/2013 15:00:54
10910,01/11/2013 5:42:23,05/23/2013 23:23:46
10911,01/11/2013 5:43:35,07/07/2013 15:00:50
10912,01/11/2013 5:44:05,05/23/2013 23:23:46
10913,01/11/2013 5:44:15,05/23/2013 23:23:46
10914,01/11/2013 5:46:08,05/23/2013 23:23:46
10915,01/11/2013 5:46:49,05/23/2013 23:23:46
10916,01/11/2013 5:49:04,05/23/2013 23:23:46
10917,01/11/2013 5:49:48,05/23/2013 23:23:46
10918,01/11/2013 5:55:41,05/23/2013 23:23:46
10919,01/11/2013 5:56:18,05/23/2013 23:23:46
10920,01/11/2013 6:00:03,07/08/2013 15:17:41
10921,01/11/2013 6:00:31,05/23/2013 23:23:46
10922,01/11/2013 6:01:57,05/23/2013 23:23:46
10923,01/11/2013 6:06:08,05/23/2013 23:23:46
10924,01/11/2013 6:09:56,05/23/2013 23:23:46
10925,01/11/2013 6:13:41,05/23/2013 23:23:46
10926,01/11/2013 6:14:58,05/23/2013 23:23:46
10927,01/11/2013 6:15:27,05/23/2013 23:23:46
10928,01/11/2013 6:19:39,05/23/2013 23:23:46
10929,01/11/2013 6:21:42,05/23/2013 23:23:46
10930,01/11/2013 6:23:19,05/23/2013 23:23:46
10931,01/11/2013 6:27:17,05/23/2013 23:23:46
10932,01/11/2013 6:28:43,06/19/2013 18:16:44
10933,01/11/2013 6:29:23,05/23/2013 23:23:46
10934,01/11/2013 6:31:46,05/23/2013 23:23:46
10935,01/11/2013 6:32:58,07/08/2013 15:00:39
10936,01/11/2013 6:33:04,07/06/2013 18:38:11
10937,01/11/2013 6:34:01,05/23/2013 23:23:47
10938,01/11/2013 6:34:15,06/17/2013 22:48:59
10939,01/11/2013 6:36:15,05/23/2013 23:23:47
10940,01/11/2013 6:39:55,05/23/2013 23:23:47
10941,01/11/2013 6:40:08,05/23/2013 23:23:47
10942,01/11/2013 6:41:58,05/23/2013 23:23:47
10943,01/11/2013 6:42:19,05/23/2013 23:23:47
10944,01/11/2013 6:43:00,05/23/2013 23:23:47
10945,01/11/2013 6:44:19,05/23/2013 23:23:47
10946,01/11/2013 6:50:02,05/23/2013 23:23:47
10947,01/11/2013 6:53:11,05/23/2013 23:23:47
10948,01/11/2013 6:54:33,05/23/2013 23:23:47
10949,01/11/2013 6:55:03,05/23/2013 23:23:47
10950,01/11/2013 7:00:02,05/23/2013 23:23:47
10951,01/11/2013 7:01:40,05/23/2013 23:23:47
10952,01/11/2013 7:01:43,05/23/2013 23:23:47
10953,01/11/2013 7:03:34,05/23/2013 23:23:47
10954,01/11/2013 7:05:46,05/23/2013 23:23:47
10955,01/11/2013 7:09:20,05/23/2013 23:23:47
10956,01/11/2013 7:10:07,07/06/2013 23:42:33
10957,01/11/2013 7:11:50,06/16/2013 20:26:10
10958,01/11/2013 7:12:19,05/23/2013 23:23:47
10959,01/11/2013 7:19:53,05/23/2013 23:23:47
10960,01/11/2013 7:23:16,05/23/2013 23:23:47
10961,01/11/2013 7:33:30,05/23/2013 23:23:47
10962,01/11/2013 7:42:30,05/23/2013 23:23:47
10963,01/11/2013 7:43:50,05/23/2013 23:23:47
10964,01/11/2013 7:43:50,05/23/2013 23:23:47
10965,01/11/2013 7:45:36,05/23/2013 23:23:47
10966,01/11/2013 7:45:56,05/23/2013 23:23:47
10967,01/11/2013 7:49:27,05/23/2013 23:23:47
10968,01/11/2013 7:50:07,05/23/2013 23:23:47
10969,01/11/2013 7:54:28,05/23/2013 23:23:47
10970,01/11/2013 7:58:49,05/23/2013 23:23:47
10971,01/11/2013 8:03:43,05/23/2013 23:23:47
10972,01/11/2013 8:04:28,06/05/2013 7:38:38
10973,01/11/2013 8:05:07,05/23/2013 23:23:47
10974,01/11/2013 8:05:21,05/23/2013 23:23:47
10975,01/11/2013 8:11:37,05/23/2013 23:23:47
10976,01/11/2013 8:21:20,05/23/2013 23:23:47
10977,01/11/2013 8:27:31,05/23/2013 23:23:47
10978,01/11/2013 8:28:13,05/23/2013 23:23:47
10979,01/11/2013 8:34:35,05/23/2013 23:23:47
10980,01/11/2013 8:43:29,05/23/2013 23:23:48
10981,01/11/2013 8:44:50,05/23/2013 23:23:48
10982,01/11/2013 8:45:42,05/23/2013 23:23:48
10983,01/11/2013 8:57:28,05/23/2013 23:23:48
10984,01/11/2013 9:01:26,05/23/2013 23:23:48
10985,01/11/2013 9:04:30,05/23/2013 23:23:48
10986,01/11/2013 9:11:53,05/23/2013 23:23:48
10987,01/11/2013 9:19:08,05/23/2013 23:23:48
10988,01/11/2013 9:21:59,05/23/2013 23:23:48
10989,01/11/2013 9:28:19,05/23/2013 23:23:48
10990,01/11/2013 9:31:05,06/13/2013 14:32:27
10991,01/11/2013 9:32:40,05/23/2013 23:23:48
10992,01/11/2013 9:55:47,05/23/2013 23:23:48
10993,01/11/2013 10:03:07,05/23/2013 23:23:48
10994,01/11/2013 10:04:58,07/08/2013 3:08:44
10995,01/11/2013 10:06:53,05/23/2013 23:23:48
10996,01/11/2013 10:11:14,05/23/2013 23:23:48
10997,01/11/2013 10:15:57,05/23/2013 23:23:48
10998,01/11/2013 10:25:15,05/23/2013 23:23:48
10999,01/11/2013 10:29:13,05/23/2013 23:23:48
11000,01/11/2013 10:34:51,05/23/2013 23:23:49
11001,01/11/2013 10:36:57,05/23/2013 23:23:49
11002,01/11/2013 10:39:15,05/23/2013 23:23:49
11003,01/11/2013 10:59:39,05/23/2013 23:23:49
11004,01/11/2013 11:02:15,05/23/2013 23:23:49
11005,01/11/2013 11:12:25,05/23/2013 23:23:49
11006,01/11/2013 11:23:53,05/23/2013 23:23:49
11007,01/11/2013 11:37:02,05/23/2013 23:23:49
11008,01/11/2013 11:37:50,05/23/2013 23:23:49
11009,01/11/2013 11:46:40,05/23/2013 23:23:49
11010,01/11/2013 11:51:38,05/23/2013 23:23:49
11011,01/11/2013 11:55:20,05/23/2013 23:23:49
11012,01/11/2013 0:02:18,05/23/2013 23:23:49
11013,01/11/2013 0:11:08,05/23/2013 23:23:49
11014,01/11/2013 0:26:41,05/23/2013 23:23:49
11015,01/11/2013 0:29:04,05/23/2013 23:23:49
11016,01/11/2013 0:29:49,05/23/2013 23:23:49
11017,01/11/2013 0:42:03,05/23/2013 23:23:49
11018,01/11/2013 0:44:02,05/23/2013 23:23:49
11019,01/11/2013 0:47:39,06/20/2013 5:51:19
11020,01/11/2013 0:51:36,05/23/2013 23:23:49
11021,01/11/2013 13:00:00,05/23/2013 23:23:49
11022,01/11/2013 13:00:09,06/20/2013 0:17:40
11023,01/11/2013 13:05:13,05/23/2013 23:23:49
11024,01/11/2013 13:07:03,05/23/2013 23:23:49
11025,01/11/2013 13:07:26,05/23/2013 23:23:50
11026,01/11/2013 13:20:53,05/23/2013 23:23:50
11027,01/11/2013 13:21:46,05/23/2013 23:23:50
11028,01/11/2013 13:26:58,05/23/2013 23:23:50
11029,01/11/2013 13:45:09,05/23/2013 23:23:50
11030,01/11/2013 13:50:21,05/23/2013 23:23:50
11031,01/11/2013 13:59:04,05/23/2013 23:23:50
11032,01/11/2013 14:00:34,05/23/2013 23:23:50
11033,01/11/2013 14:01:12,05/23/2013 23:23:50
11034,01/11/2013 14:02:58,05/23/2013 23:23:50
11035,01/11/2013 14:03:04,05/23/2013 23:23:50
11036,01/11/2013 14:04:12,05/23/2013 23:23:50
11037,01/11/2013 14:04:54,05/23/2013 23:23:50
11038,01/11/2013 14:08:24,06/16/2013 15:01:50
11039,01/11/2013 14:08:35,05/23/2013 23:23:50
11040,01/11/2013 14:09:18,05/23/2013 23:23:50
11041,01/11/2013 14:09:59,05/23/2013 23:23:50
11042,01/11/2013 14:13:36,07/02/2013 2:39:39
11043,01/11/2013 14:13:51,05/23/2013 23:23:50
11044,01/11/2013 14:14:09,05/23/2013 23:23:50
11045,01/11/2013 14:19:32,05/23/2013 23:23:50
11046,01/11/2013 14:28:39,06/13/2013 21:47:41
11047,01/11/2013 14:31:55,05/23/2013 23:23:50
11048,01/11/2013 14:32:36,05/23/2013 23:23:50
11049,01/11/2013 14:34:33,05/23/2013 23:23:50
11050,01/11/2013 14:34:47,05/23/2013 23:23:50
11051,01/11/2013 14:35:08,05/23/2013 23:23:50
11052,01/11/2013 14:35:19,05/23/2013 23:23:50
11053,01/11/2013 14:35:28,05/23/2013 23:23:50
11054,01/11/2013 14:37:20,05/23/2013 23:23:50
11055,01/11/2013 14:38:40,05/23/2013 23:23:50
11056,01/11/2013 14:44:52,05/23/2013 23:23:50
11057,01/11/2013 14:49:50,05/23/2013 23:23:50
11058,01/11/2013 14:51:15,05/23/2013 23:23:50
11059,01/11/2013 14:52:30,05/23/2013 23:23:50
11060,01/11/2013 14:54:05,05/23/2013 23:23:50
11061,01/11/2013 14:55:21,05/23/2013 23:23:50
11062,01/11/2013 14:56:00,07/04/2013 15:02:07
11063,01/11/2013 15:00:12,05/23/2013 23:23:51
11064,01/11/2013 15:01:21,05/23/2013 23:23:51
11065,01/11/2013 15:03:51,05/23/2013 23:23:51
11066,01/11/2013 15:04:00,05/23/2013 23:23:51
11067,01/11/2013 15:06:35,07/03/2013 17:04:47
11068,01/11/2013 15:07:52,07/07/2013 23:51:04
11069,01/11/2013 15:12:58,05/23/2013 23:23:51
11070,01/11/2013 15:14:59,05/23/2013 23:23:51
11071,01/11/2013 15:16:09,05/23/2013 23:23:51
11072,01/11/2013 15:21:46,05/23/2013 23:23:51
11073,01/11/2013 15:23:47,05/23/2013 23:23:51
11074,01/11/2013 15:25:31,05/23/2013 23:23:51
11075,01/11/2013 15:28:22,05/23/2013 23:23:51
11076,01/11/2013 15:28:31,05/23/2013 23:23:51
11077,01/11/2013 15:32:19,05/23/2013 23:23:51
11078,01/11/2013 15:34:13,06/13/2013 18:05:47
11079,01/11/2013 15:34:21,05/23/2013 23:23:51
11080,01/11/2013 15:38:10,07/01/2013 19:33:31
11081,01/11/2013 15:38:36,05/23/2013 23:23:51
11082,01/11/2013 15:40:42,05/23/2013 23:23:51
11083,01/11/2013 15:42:07,05/23/2013 23:23:51
11084,01/11/2013 15:42:07,05/23/2013 23:23:51
11085,01/11/2013 15:42:08,05/23/2013 23:23:51
11086,01/11/2013 15:45:25,05/23/2013 23:23:51
11087,01/11/2013 15:46:15,05/23/2013 23:23:51
11088,01/11/2013 15:47:49,05/23/2013 23:23:51
11089,01/11/2013 15:50:21,05/23/2013 23:23:51
11090,01/11/2013 15:50:46,07/05/2013 15:02:06
11091,01/11/2013 15:51:33,06/11/2013 15:16:48
11092,01/11/2013 15:52:54,06/13/2013 17:08:30
11093,01/11/2013 15:53:34,05/23/2013 23:23:51
11094,01/11/2013 15:55:33,05/23/2013 23:23:51
11095,01/11/2013 15:56:55,07/07/2013 15:00:51
11096,01/11/2013 15:58:28,07/08/2013 15:00:39
11097,01/11/2013 16:00:02,05/23/2013 23:23:51
11098,01/11/2013 16:00:14,05/23/2013 23:23:52
11099,01/11/2013 16:00:40,05/23/2013 23:23:52
11100,01/11/2013 16:00:47,05/23/2013 23:23:52
11101,01/11/2013 16:00:50,06/01/2013 15:01:07
11102,01/11/2013 16:00:59,05/23/2013 23:23:52
11103,01/11/2013 16:03:04,07/02/2013 15:01:37
11104,01/11/2013 16:05:25,05/23/2013 23:23:52
11105,01/11/2013 16:06:21,05/23/2013 23:23:52
11106,01/11/2013 16:06:55,05/23/2013 23:23:52
11107,01/11/2013 16:07:16,07/06/2013 19:23:30
11108,01/11/2013 16:07:33,05/23/2013 23:23:52
11109,01/11/2013 16:13:49,05/23/2013 23:23:52
11110,01/11/2013 16:16:44,05/23/2013 23:23:52
11111,01/11/2013 16:18:24,05/23/2013 23:23:52
11112,01/11/2013 16:21:16,05/23/2013 23:23:52
11113,01/11/2013 16:27:31,06/13/2013 18:04:45
11114,01/11/2013 16:32:11,07/07/2013 15:25:57
11115,01/11/2013 16:34:34,07/08/2013 2:04:00
11116,01/11/2013 16:36:23,05/23/2013 23:23:52
